taxon,acc,J,margin,mb,chr,start,end,nsnp,name,known
Zx,6A10,0.6481481481481481,0.18438003220611915,14.738333,3,202607087,217345420,137,PN16_SID1535,Zx
Zv,5A11,0.8,0.0,6.7619,6,5677854,12439754,28,PN16_SID1535,Zx
Zv,TIL10,0.5714285714285714,0.2637362637362637,14.002129,6,13143808,27145937,48,PN16_SID1535,Zx
NA,5G11,0.75,0.03125,13.116895,6,27979316,41096211,57,PN16_SID1535,Zx
Zx,6A3,0.4230769230769231,0.0952080706179067,21.889884,6,41638533,63528417,159,PN16_SID1535,Zx
Zx,6B7,0.3079584775086505,0.014855029232788475,87.028284,6,65941682,152969966,597,PN16_SID1535,Zx
Zx,5G2,0.6083333333333333,0.1375954198473282,118.137293,8,295839,118433132,789,PN16_SID1535,Zx
NA,6G1,0.4666666666666667,0.029166666666666674,5.19947,1,69493960,74693430,41,PN16_SID1536,Zx
Zx,5E12,0.1553398058252427,0.009885260370697257,49.136512,1,106746730,155883242,447,PN16_SID1536,Zx
Zx,6E9,0.3181818181818182,0.04545454545454547,6.801834,1,176245597,183047431,50,PN16_SID1536,Zx
NA,6G7,0.45454545454545453,0.01704545454545453,6.174451,1,219324360,225498811,59,PN16_SID1536,Zx
Zv,6H6,0.550561797752809,0.03133102852203973,21.530293,1,225654552,247184845,176,PN16_SID1536,Zx
Zv,TIL09,1.0,0.6666666666666667,1.962116,1,247448818,249410934,39,PN16_SID1536,Zx
NA,6G1,0.5961538461538461,0.02752639517345401,15.398567,1,249440561,264839128,96,PN16_SID1536,Zx
Zx,5A1,0.0,0.0,3.729407,2,50627406,54356813,35,PN16_SID1536,Zx
Zv,5C5,0.6410256410256411,0.062078272604588425,6.90091,2,54484433,61385343,69,PN16_SID1536,Zx
Zv,TIL05,0.4,0.11428571428571432,3.731822,2,61679003,65410825,45,PN16_SID1536,Zx
Zx,6A12,0.7333333333333333,0.027450980392156765,1.500431,2,65513464,67013895,27,PN16_SID1536,Zx
Zx,6C6,0.3645833333333333,0.03125,24.804639,2,67195173,91999812,281,PN16_SID1536,Zx
NA,6G3,0.9302325581395349,0.04134366925064603,10.36067,2,92001441,102362111,113,PN16_SID1536,Zx
Zx,5F3,0.6956521739130435,0.01565217391304341,6.578957,2,102372740,108951697,102,PN16_SID1536,Zx
Zx,5F12,0.5098039215686274,0.0,15.390239,2,108955200,124345439,131,PN16_SID1536,Zx
Zx,6B4,0.44680851063829785,0.03655210038188761,11.021524,2,124406921,135428445,156,PN16_SID1536,Zx
NA,6G9,0.4791666666666667,0.007468553459119509,10.81189,2,135459298,146271188,115,PN16_SID1536,Zx
Zv,TIL09,0.6666666666666666,0.16666666666666663,1.394504,2,146272168,147666672,23,PN16_SID1536,Zx
NA,6G9,0.5204081632653061,0.034971270061422643,26.097138,2,147724470,173821608,209,PN16_SID1536,Zx
Zv,TIL14,0.7777777777777778,0.0505050505050505,6.98746,2,173821663,180809123,44,PN16_SID1536,Zx
Zx,5G9,0.4883720930232558,0.01218161683277963,12.459223,2,181085569,193544792,89,PN16_SID1536,Zx
NA,6G7,0.28717948717948716,0.01794871794871794,56.076294,6,124408811,180485105,442,PN16_SID1536,Zx
NA,6G2,0.75,0.0625,3.472808,7,13335928,16808736,35,PN16_SID1536,Zx
Zx,6B8,0.32,0.0008510638297872242,14.234222,7,16808738,31042960,108,PN16_SID1536,Zx
NA,6G1,0.5375,0.04886363636363633,15.621744,7,31047517,46669261,144,PN16_SID1536,Zx
Zv,6D4,0.5362318840579711,0.051856884057971064,32.451127,7,46833969,79285096,250,PN16_SID1536,Zx
Zv,6D2,0.5573770491803278,0.03789652969980839,13.222224,7,79334877,92557101,127,PN16_SID1536,Zx
NA,6G4,0.352112676056338,0.01574903969270164,37.559848,7,93174105,130733953,274,PN16_SID1536,Zx
Zv,TIL03,0.5555555555555556,0.05555555555555558,9.869214,9,140143388,150012602,42,PN16_SID1536,Zx
NA,6G1,0.6666666666666666,0.030303030303030276,10.153318,9,150023569,160176887,38,PN16_SID1536,Zx
Zv,parviglumis_2A,0.2826086956521739,0.020313613684960763,13.734223,1,8095167,21829390,156,PN17_SID1537,Zx
Zv,TIL01,0.5,0.11904761904761907,7.191693,5,11305075,18496768,68,PN17_SID1537,Zx
Zx,5A4,1.0,0.18181818181818177,4.31294,5,18496843,22809783,23,PN17_SID1537,Zx
Zx,5F3,0.3356643356643357,0.05305564001216179,35.485702,5,22845751,58331453,285,PN17_SID1537,Zx
Zx,5B7,0.3333333333333333,0.06666666666666665,7.62249,10,94302,7716792,45,PN17_SID1537,Zx
NA,6G10,0.3103448275862069,0.03662219984898063,90.003571,4,75725007,165728578,565,PN17_SID1538,Zx
Zx,5G1,0.6382978723404256,0.02829787234042558,29.066182,4,166182896,195249078,190,PN17_SID1538,Zx
NA,6G5,0.32989690721649484,0.02434135166093926,22.287393,4,195276536,217563929,239,PN17_SID1538,Zx
NA,6G4,0.7213114754098361,0.016393442622950838,16.782829,4,217637442,234420271,135,PN17_SID1538,Zx
Zx,5F4,0.3333333333333333,0.025641025641025605,8.21477,4,234890742,243105512,63,PN17_SID1538,Zx
Zx,6E10,0.4583333333333333,0.08991228070175439,4.655087,6,176548581,181203668,54,PN17_SID1538,Zx
NA,6G9,0.4117647058823529,0.08918406072106261,21.813487,4,508312,22321799,152,PN17_SID1539,Zx
Zv,6H8,0.27672955974842767,0.021410410812257474,78.147366,4,77980230,156127596,321,PN17_SID1539,Zx
NA,5G11,0.6612903225806451,0.0002733734281027411,34.114343,4,156135387,190249730,117,PN17_SID1539,Zx
NA,6G9,0.23786407766990292,0.003489077669902918,97.927814,7,15826714,113754528,539,PN17_SID1539,Zx
NA,6G9,0.5652173913043478,0.05752508361204012,37.843301,7,114356040,152199341,136,PN17_SID1539,Zx
NA,6G10,0.2632612966601179,0.03353156693038814,130.423723,3,13976384,144400107,1151,PN17_SID1540,Zx
Zx,6A3,0.3136094674556213,0.004331116940157365,50.51227,4,167173856,217686126,413,PN17_SID1540,Zx
Zx,5H3,0.5,0.026315789473684237,8.407162,4,241518621,249925783,45,PN17_SID1540,Zx
Zx,5G12,0.5,0.07142857142857145,5.640721,6,171699374,177340095,45,PN17_SID1540,Zx
Zx,6E10,0.6666666666666666,0.04166666666666663,1.715872,6,177428222,179144094,20,PN17_SID1540,Zx
Zv,6E7,0.7777777777777778,0.0505050505050505,1.926162,8,354736,2280898,24,PN17_SID1540,Zx
Zv,6D8,0.4666666666666667,0.08205128205128204,5.020414,8,2303961,7324375,51,PN17_SID1540,Zx
NA,5G11,0.3386243386243386,0.007045391255917577,50.561163,10,28920601,79481764,403,PN17_SID1540,Zx
Zv,5E1,0.29545454545454547,0.012435677530017175,18.882215,3,130043019,148925234,134,PN17_SID1541,Zx
Zx,5G1,0.7142857142857143,0.11428571428571432,4.221266,5,322588,4543854,27,PN17_SID1541,Zx
NA,6G1,0.29441624365482233,0.04068490037124023,116.216002,6,5260376,121476378,439,PN17_SID1541,Zx
Zv,5A11,0.574468085106383,0.005840634125990896,12.748611,8,28075810,40824421,80,PN17_SID1541,Zx
Zx,5G12,0.45454545454545453,0.037878787878787845,12.183412,8,40832883,53016295,81,PN17_SID1541,Zx
Zx,5F5,0.9090909090909091,0.0,4.436488,8,53204278,57640766,27,PN17_SID1541,Zx
NA,6G10,0.42857142857142855,0.009966777408637828,24.301366,8,57669998,81971364,125,PN17_SID1541,Zx
NA,6G2,0.6,0.034782608695652195,11.533078,8,82053113,93586191,72,PN17_SID1541,Zx
NA,6G5,0.3614457831325301,0.022984244670991638,28.640538,8,93867899,122508437,179,PN17_SID1541,Zx
NA,6G7,0.5573770491803278,0.011922503725782407,19.328602,2,224223769,243552371,135,PN17_SID1542,Zx
NA,6G5,0.5580736543909348,0.04964668809880002,98.182613,3,7961502,106144115,759,PN17_SID1542,Zx
Zx,5A1,0.0,0.0,2.98943,3,106177519,109166949,26,PN17_SID1542,Zx
Zx,5F2,0.5136363636363637,0.002220838522208446,66.370502,3,109284177,175654679,470,PN17_SID1542,Zx
NA,6G10,0.6274509803921569,0.027450980392156876,16.380955,3,179997454,196378409,115,PN17_SID1542,Zx
NA,6G3,0.375,0.041666666666666685,3.404801,3,196487919,199892720,44,PN17_SID1542,Zx
Zx,6E10,0.5714285714285714,0.04761904761904756,10.165164,3,200184880,210350044,90,PN17_SID1542,Zx
Zx,6D11,0.3404255319148936,0.03853873946206343,25.908913,4,154388828,180297741,121,PN17_SID1542,Zx
Zx,6A3,0.34285714285714286,0.013909774436090205,36.768975,4,182383669,219152644,310,PN17_SID1542,Zx
Zx,6E1,0.3312883435582822,0.028258040527979145,55.453217,8,18819073,74272290,411,PN17_SID1542,Zx
NA,6G4,0.4166666666666667,0.016666666666666663,4.354612,8,77344046,81698658,32,PN17_SID1542,Zx
Zv,6H9,0.45454545454545453,0.037878787878787845,8.589195,9,1566009,10155204,45,PN17_SID1542,Zx
NA,6G10,0.5490909090909091,0.047272727272727244,87.250401,3,7253568,94503969,624,PN17_SID1543,Zx
Zx,5A1,0.0,0.0,2.837324,3,94591529,97428853,25,PN17_SID1543,Zx
NA,6G5,0.6888888888888889,0.0718676122931442,9.349905,3,97454676,106804581,95,PN17_SID1543,Zx
Zv,6D1,0.5,0.07142857142857145,2.434864,3,106867701,109302565,42,PN17_SID1543,Zx
Zx,5H1,0.625,0.010542168674698815,21.086505,3,109325265,130411770,148,PN17_SID1543,Zx
Zx,5H4,0.2903225806451613,0.02561669829222013,10.31533,3,130411779,140727109,88,PN17_SID1543,Zx
NA,6G2,0.5614035087719298,0.06575133485888629,44.288242,3,140806301,185094543,253,PN17_SID1543,Zx
Zx,5F6,0.5384615384615384,0.021220159151193574,12.342369,3,185311379,197653748,78,PN17_SID1543,Zx
NA,6G2,0.6730769230769231,0.03846153846153855,12.252466,3,197740056,209992522,114,PN17_SID1543,Zx
Zx,5G9,0.23953488372093024,0.010645994832041344,138.175275,8,18546437,156721712,985,PN17_SID1543,Zx
Zx,6H4,0.4772727272727273,0.018939393939393978,28.944132,9,9209049,38153181,116,PN17_SID1543,Zx
Zx,5F7,0.4166666666666667,0.1166666666666667,14.574892,9,38364062,52938954,70,PN17_SID1543,Zx
NA,6G7,0.5432098765432098,0.03771537104870437,51.00356,9,52985742,103989302,238,PN17_SID1543,Zx
Zv,TIL07,0.4,0.16923076923076924,9.591334,9,104064354,113655688,60,PN17_SID1543,Zx
NA,6G2,0.5652173913043478,0.026755852842809347,39.106487,9,113730656,152837143,132,PN17_SID1543,Zx
NA,6G2,0.30376344086021506,0.027033881111787395,61.735575,2,73692870,135428445,930,PN17_SID1544,Zx
NA,6G5,0.5793103448275863,0.06665211697948503,79.811962,2,135620764,215432726,682,PN17_SID1544,Zx
Zv,6D7,0.5,0.05555555555555558,6.509242,2,215639197,222148439,37,PN17_SID1544,Zx
NA,6G2,0.26352530541012215,0.05069275454940228,145.246788,4,20481790,165728578,1282,PN17_SID1544,Zx
NA,6G3,0.5128205128205128,0.02386152228423516,79.154977,4,166119945,245274922,667,PN17_SID1544,Zx
NA,6G9,0.5517241379310345,0.10727969348659006,13.604313,6,109105826,122710139,63,PN17_SID1544,Zx
Zv,5C1,0.6382978723404256,0.08927826449728826,8.545632,6,162631076,171176708,101,PN17_SID1544,Zx
Zv,5D12,0.6153846153846154,0.03205128205128205,2.119094,7,177639843,179758937,25,PN17_SID1544,Zx
Zx,5G10,0.2916666666666667,0.022435897435897467,4.212303,7,179768436,183980739,79,PN17_SID1544,Zx
Zv,6E3,0.30303030303030304,0.012707722385141729,6.996106,8,4446960,11443066,84,PN17_SID1544,Zx
Zx,5A1,0.2653061224489796,0.008425388504025466,35.6059,8,140713258,176319158,338,PN17_SID1544,Zx
Zv,Teosinte,0.375,0.011363636363636354,6.237247,1,302190555,308427802,64,PN17_SID1545,Zx
NA,6G4,0.4909090909090909,0.10995670995670997,15.988492,2,227491254,243479746,150,PN17_SID1545,Zx
Zx,6C5,0.76,0.07034482758620686,5.809092,5,362844,6171936,57,PN17_SID1545,Zx
NA,6G1,0.5333333333333333,0.033333333333333326,5.461581,1,29860,5491441,67,PN17_SID1546,Zx
Zx,6A3,1.0,0.07692307692307687,4.855908,1,288670077,293525985,30,PN17_SID1546,Zx
Zx,6B2,0.4444444444444444,0.015873015873015872,6.59188,4,160655635,167247515,36,PN17_SID1546,Zx
Zx,5F12,0.7272727272727273,0.038961038961038974,24.426197,4,167829404,192255601,154,PN17_SID1546,Zx
NA,6G9,0.5384615384615384,0.051282051282051266,21.751198,5,375767,22126965,170,PN17_SID1546,Zx
NA,5G11,0.6666666666666666,0.030303030303030276,9.980189,5,173872901,183853090,47,PN17_SID1546,Zx
Zv,6D2,0.4782608695652174,0.08540372670807456,14.671673,9,12555867,27227540,64,PN17_SID1546,Zx
NA,6G5,0.6666666666666666,0.030303030303030276,9.937255,9,27725731,37662986,58,PN17_SID1546,Zx
Zx,6B4,0.4107142857142857,0.02088377723970941,41.898325,9,37955779,79854104,224,PN17_SID1546,Zx
NA,6G9,0.6186440677966102,0.0847457627118644,45.312416,9,79875530,125187946,263,PN17_SID1546,Zx
NA,6G7,0.5562913907284768,0.0015468651810315315,30.127815,10,97790334,127918149,264,PN17_SID1546,Zx
Zv,parviglumis_2B,0.4,0.11428571428571432,11.475547,10,127937684,139413231,87,PN17_SID1546,Zx
Zx,5B9,0.5,0.0,3.065153,1,29860,3095013,23,PN17_SID1547,Zx
Zv,5D11,0.5961538461538461,0.006868131868131844,9.027727,1,3122811,12150538,103,PN17_SID1547,Zx
Zx,6C2,0.5862068965517241,0.010449320794148287,8.329576,5,6582758,14912334,71,PN17_SID1547,Zx
Zx,6B4,0.85,0.11315789473684212,6.34025,5,167422247,173762497,31,PN17_SID1547,Zx
Zx,5B9,0.5510204081632653,0.004724111866968972,65.568167,6,5677854,71246021,216,PN17_SID1547,Zx
NA,6G4,0.5263157894736842,0.07631578947368417,3.670665,8,178502272,182172937,53,PN17_SID1547,Zx
Zx,5D9,0.7142857142857143,0.1428571428571429,8.402677,9,1749539,10152216,41,PN17_SID1547,Zx
NA,6G7,0.6190476190476191,0.040100250626566414,15.359676,9,10153960,25513636,46,PN17_SID1547,Zx
NA,6G7,0.22395833333333334,0.025890700483091805,135.753277,9,27056525,162809802,639,PN17_SID1547,Zx
Zx,5F10,0.4444444444444444,0.008547008547008517,8.873826,1,3276712,12150538,78,PN17_SID1548,Zx
Zn,6F3,0.3548387096774194,0.008684863523573227,11.659556,1,253230155,264889711,79,PN17_SID1548,Zx
NA,6G1,0.34177215189873417,0.004109814236396503,30.873176,1,266263103,297136279,169,PN17_SID1548,Zx
Zx,6H4,0.5384615384615384,0.038461538461538436,11.004983,4,3289560,14294543,84,PN17_SID1548,Zx
NA,6G4,0.3271889400921659,0.013463449896087498,125.813643,9,2634217,128447860,553,PN17_SID1548,Zx
NA,6G9,0.6,0.006249999999999978,6.550486,1,28590452,35140938,65,PN17_SID1549,Zx
Zx,5F6,0.3157894736842105,0.009667024704618665,12.961313,1,35155369,48116682,134,PN17_SID1549,Zx
Zv,6C11,0.5652173913043478,0.045217391304347765,4.695835,1,48349667,53045502,44,PN17_SID1549,Zx
NA,6G4,0.5806451612903226,0.03809196980096097,20.409532,1,247184844,267594376,169,PN17_SID1549,Zx
NA,6G5,0.24324324324324326,0.01597051597051599,16.194863,2,191325004,207519867,113,PN17_SID1549,Zx
NA,6G5,0.40816326530612246,0.016006402561024424,38.56375,9,124244661,162808411,160,PN17_SID1549,Zx
Zx,5F4,0.8888888888888888,0.01388888888888884,3.293899,10,147173103,150467002,20,PN17_SID1549,Zx
Zv,parviglumis_2B,0.25,0.08333333333333334,1.841315,10,150499504,152340819,27,PN17_SID1549,Zx
NA,6G7,0.49044585987261147,0.05507171021274754,39.984093,1,13061409,53045502,349,PN17_SID1550,Zx
Zx,5F7,0.7777777777777778,0.11111111111111116,2.278025,2,75371,2353396,35,PN17_SID1550,Zx
Zx,5G10,0.36619718309859156,0.0,22.825481,2,193355283,216180764,168,PN17_SID1550,Zx
Zx,5B7,0.6842105263157895,0.0,3.802522,5,11309371,15111893,37,PN17_SID1550,Zx
NA,6G5,0.3435114503816794,0.0515406474619714,34.27582,5,15142845,49418665,299,PN17_SID1550,Zx
Zx,6A2,0.6153846153846154,0.0,4.466077,5,72491339,76957416,22,PN17_SID1550,Zx
NA,6G2,0.24107142857142858,0.009617422636710476,97.232465,5,76962107,174194572,741,PN17_SID1550,Zx
Zv,TIL08,0.34375,0.010416666666666685,14.16978,7,154912007,169081787,96,PN17_SID1550,Zx
Zx,6E9,0.47058823529411764,0.014447884416924683,36.690028,9,126118383,162808411,159,PN17_SID1550,Zx
Zx,5H1,0.7777777777777778,0.3162393162393162,3.605442,10,148789810,152395252,41,PN17_SID1550,Zx
Zx,5F12,0.42857142857142855,0.011904761904761862,4.467397,2,75371,4542768,53,PN17_SID1551,Zx
Zx,5G9,0.4909090909090909,0.011742424242424221,12.370827,2,180425047,192795874,99,PN17_SID1551,Zx
NA,6G9,0.2549019607843137,0.02156862745098037,20.000085,2,192798137,212798222,148,PN17_SID1551,Zx
Zx,6E5,0.7894736842105263,0.011695906432748537,5.688207,4,5979914,11668121,33,PN17_SID1551,Zx
Zx,5F5,0.5517241379310345,0.06600985221674877,8.683796,7,153946066,162629862,48,PN17_SID1551,Zx
Zx,6A10,0.7272727272727273,0.0,5.119062,7,162702929,167821991,42,PN17_SID1551,Zx
Zx,6E10,0.3333333333333333,0.0,8.84446,2,182662692,191507152,63,PN17_SID1552,Zx
NA,6G9,0.3958333333333333,0.034131205673758824,21.610989,2,192297117,213908106,117,PN17_SID1552,Zx
Zx,5D9,0.6666666666666666,0.10144927536231885,4.665669,2,235661834,240327503,38,PN17_SID1552,Zx
NA,6G4,0.5714285714285714,0.0714285714285714,2.6874,3,147823,2835223,25,PN17_SID1552,Zx
NA,6G7,0.7857142857142857,0.05238095238095242,3.777127,4,242317197,246094324,27,PN17_SID1552,Zx
Zx,6A6,0.4,0.0,5.514449,2,15232274,20746723,40,PN17_SID1553,Zx
NA,6G2,0.453125,0.005363805970149238,40.985734,2,20803281,61789015,293,PN17_SID1553,Zx
Zx,5F4,0.5416666666666666,0.060185185185185175,7.54288,7,176408293,183951173,62,PN17_SID1553,Zx
NA,5G11,0.4666666666666667,0.033333333333333326,11.848314,1,296575401,308423715,77,PN17_SID1554,Zx
Zx,5F5,0.4583333333333333,0.03480392156862744,29.116876,2,5127111,34243987,181,PN17_SID1554,Zx
NA,6G3,0.2727272727272727,0.032727272727272716,25.697763,2,34261954,59959717,143,PN17_SID1554,Zx
NA,6G9,0.4166666666666667,0.0678294573643411,21.444595,2,194737613,216182208,92,PN17_SID1554,Zx
Zx,5G7,0.25,0.01470588235294118,20.895671,3,147823,21043494,110,PN17_SID1554,Zx
Zx,5G8,0.8125,0.012499999999999956,6.659705,3,21389851,28049556,28,PN17_SID1554,Zx
Zx,6H4,0.2918781725888325,0.001151355546225974,108.886707,3,28078095,136964802,841,PN17_SID1554,Zx
NA,6G9,0.43103448275862066,0.047701149425287304,31.066061,3,157536587,188602648,156,PN17_SID1554,Zx
Zv,TIL14,0.2857142857142857,0.10389610389610388,3.404497,1,29860,3434357,43,PN17_SID1555,Zx
NA,6G4,0.75,0.08333333333333337,0.858724,1,3437007,4295731,27,PN17_SID1555,Zx
Zx,6A9,0.21052631578947367,0.02870813397129185,7.741948,1,300588577,308330525,74,PN17_SID1555,Zx
NA,5G11,0.7222222222222222,0.07222222222222219,4.914658,2,238637713,243552371,38,PN17_SID1555,Zx
NA,6G10,0.6041275797373359,0.1176869017712342,151.198078,4,9938336,161136414,976,PN17_SID1555,Zx
Zx,5E11,0.6666666666666666,0.09523809523809523,3.682839,5,222557274,226240113,25,PN17_SID1555,Zx
NA,6G10,0.5342465753424658,0.047760088855979266,22.322755,6,135216654,157539409,129,PN17_SID1555,Zx
Zv,6F11,0.30303030303030304,0.02097902097902099,10.424029,6,157557270,167981299,114,PN17_SID1555,Zx
Zx,6C4,0.75,0.0357142857142857,5.325641,6,167981648,173307289,53,PN17_SID1555,Zx
Zv,parviglumis_2D,0.43333333333333335,0.04871794871794871,16.96961,8,328238,17297848,120,PN17_SID1555,Zx
NA,6G4,0.38461538461538464,0.03167420814479638,7.041111,10,134958244,141999355,48,PN17_SID1555,Zx
Zx,5F5,0.41379310344827586,0.0,6.923593,10,141999391,148922984,62,PN17_SID1555,Zx
NA,6G7,0.4,0.015384615384615385,11.902838,4,187482388,199385226,72,PN17_SID1556,Zx
Zx,5H1,0.6555555555555556,0.007828282828282851,31.735147,6,100590664,132325811,152,PN17_SID1556,Zx
NA,6G9,0.21794871794871795,0.007422402159244279,31.529477,6,132477623,164007100,224,PN17_SID1556,Zx
Zv,6D2,0.33783783783783783,0.004504504504504514,14.935871,1,29860,14965731,188,PN17_SID1557,Zx
Zx,5A7,1.0,0.125,2.377649,1,306046066,308423715,22,PN17_SID1557,Zx
Zv,6H6,0.6923076923076923,0.1208791208791209,2.425316,4,425542,2850858,23,PN17_SID1557,Zx
Zx,6B10,0.4594594594594595,0.026126126126126137,17.450038,6,95931085,113381123,82,PN17_SID1557,Zx
Zx,5F2,0.6666666666666666,0.030303030303030276,13.703714,6,113496486,127200200,85,PN17_SID1557,Zx
NA,6G10,0.33043478260869563,0.014195466369379406,27.42083,6,127213826,154634656,247,PN17_SID1557,Zx
Zx,5F4,0.48148148148148145,0.024338624338624326,5.111796,7,178868943,183980739,78,PN17_SID1557,Zx
NA,6G4,0.2953020134228188,0.01589024871693645,77.65635,8,96886889,174543239,637,PN17_SID1557,Zx
NA,5H6,0.2528409090909091,0.0013874207188160903,210.329716,1,23692872,234022588,1570,PN17_SID1558,Zx
NA,5G11,0.7142857142857143,0.0267857142857143,4.469783,1,234073221,238543004,38,PN17_SID1558,Zx
Zv,6G11,0.5,0.043478260869565244,20.424421,4,156523438,176947859,98,PN17_SID1558,Zx
NA,6G1,0.5718475073313783,0.03042738898818309,101.497164,10,1611952,103109116,657,PN17_SID1558,Zx
Zx,6H4,0.875,0.20833333333333337,2.633163,1,22203982,24837145,21,PN17_SID1559,Zx
NA,5H6,0.22950819672131148,0.023847819362820905,210.5356,1,24992838,235528438,1806,PN17_SID1559,Zx
NA,6G4,0.4791666666666667,0.02264492753623193,10.179893,8,328238,10508131,99,PN17_SID1559,Zx
Zx,5A3,0.5714285714285714,0.03809523809523807,5.786873,8,11184049,16970922,37,PN17_SID1559,Zx
Zv,6H5,0.4722222222222222,0.12439613526570048,9.352909,1,29860,9382769,120,PN17_SID1560,Zx
Zx,6B9,0.4418604651162791,0.05888174171202376,15.483274,1,286707281,302190555,118,PN17_SID1560,Zx
Zv,parviglumis_2B,0.6,0.09999999999999998,2.328693,4,196065246,198393939,25,PN17_SID1560,Zx
Zx,6C7,0.38461538461538464,0.13461538461538464,3.995693,4,198452834,202448527,69,PN17_SID1560,Zx
Zx,5B9,0.5818181818181818,0.07705627705627704,18.268997,4,202492769,220761766,240,PN17_SID1560,Zx
NA,6G9,0.36363636363636365,0.05594405594405594,3.237933,4,220783883,224021816,35,PN17_SID1560,Zx
NA,5G11,0.7931034482758621,0.007389162561576401,6.821627,4,224067101,230888728,67,PN17_SID1560,Zx
Zv,Teosinte,0.375,0.041666666666666685,5.80027,4,231245721,237045991,43,PN17_SID1560,Zx
Zx,5E12,0.5,0.041666666666666685,12.848572,4,237077211,249925783,95,PN17_SID1560,Zx
Zx,5E8,0.4,0.040000000000000036,7.191092,5,218965177,226156269,67,PN17_SID1560,Zx
Zx,5B9,0.23076923076923078,0.007628734901462181,37.475222,1,29136546,66611768,296,PN17_SID1561,Zx
Zx,5B7,0.6666666666666666,0.12121212121212122,4.668962,7,143859745,148528707,21,PN17_SID1561,Zx
Zx,6A10,0.4,0.025000000000000022,4.873508,10,143534851,148408359,42,PN17_SID1561,Zx
Zx,5F1,0.304857621440536,0.06033207399528054,137.894376,2,64276333,202170709,1496,PN17_SID1562,Zx
Zx,6E9,0.7,0.14444444444444438,9.995807,2,202344058,212339865,59,PN17_SID1562,Zx
NA,6G7,0.45454545454545453,0.025974025974025983,6.299928,3,147823,6447751,67,PN17_SID1562,Zx
Zx,5H5,0.6111111111111112,0.08937198067632857,10.54338,5,210025334,220568714,52,PN17_SID1562,Zx
Zv,TIL16,0.38461538461538464,0.017948717948717996,10.608242,3,223896989,234505231,114,PN17_SID1563,Zx
Zv,5C8,1.0,0.30000000000000004,2.266696,3,234505235,236771931,25,PN17_SID1563,Zx
Zx,5E11,0.29411764705882354,0.05602240896358546,6.104838,5,220122649,226227487,55,PN17_SID1563,Zx
Zx,5G12,0.7241379310344828,0.0,7.406273,6,150348743,157755016,57,PN17_SID1563,Zx
Zv,TIL09,0.6666666666666666,0.4444444444444444,4.576657,6,157785718,162362375,62,PN17_SID1563,Zx
Zx,6B5,0.8235294117647058,0.2445820433436532,1.668783,6,162509804,164178587,36,PN17_SID1563,Zx
NA,6G9,0.3333333333333333,0.07407407407407407,8.482654,6,164427397,172910051,84,PN17_SID1563,Zx
Zx,6A1,0.27586206896551724,0.03805719091673676,161.240902,9,1567509,162808411,889,PN17_SID1563,Zx
Zv,Teosinte,0.4166666666666667,0.06372549019607843,11.782376,2,61763077,73545453,122,PN17_SID1564,Zx
Zx,5F1,0.32195121951219513,0.07308244123165214,59.511659,2,76223804,135735463,677,PN17_SID1564,Zx
Zx,5H4,0.75,0.16176470588235292,8.178247,2,135856668,144034915,66,PN17_SID1564,Zx
Zv,5D11,0.6,0.09999999999999998,3.589807,2,144042836,147632643,39,PN17_SID1564,Zx
Zx,6E1,0.5714285714285714,0.046428571428571375,10.791014,2,147651187,158442201,69,PN17_SID1564,Zx
Zv,TIL11,0.3333333333333333,0.08333333333333331,2.238373,2,158442311,160680684,34,PN17_SID1564,Zx
Zv,5D12,0.6875,0.0,4.547856,2,160680714,165228570,30,PN17_SID1564,Zx
Zx,5G7,0.19491525423728814,0.018444666001994015,33.781322,3,36814958,70596280,301,PN17_SID1564,Zx
Zx,5H2,0.26573426573426573,0.07155950845271233,82.286686,3,96401231,178687917,693,PN17_SID1564,Zx
Zx,6D11,0.4444444444444444,0.0444444444444444,4.662586,3,206652569,211315155,43,PN17_SID1564,Zx
Zx,6C8,0.8888888888888888,0.11111111111111105,2.570908,3,211547510,214118418,22,PN17_SID1564,Zx
Zx,6A8,0.4666666666666667,0.1166666666666667,4.363552,4,556297,4919849,45,PN17_SID1564,Zx
Zx,5A4,0.75,0.05769230769230771,4.409177,5,216339977,220749154,26,PN17_SID1564,Zx
Zv,Teosinte,0.4444444444444444,0.0444444444444444,17.360318,6,120827538,138187856,118,PN17_SID1564,Zx
Zx,6A2,0.49473684210526314,0.011220358588779622,26.752815,6,138306233,165059048,193,PN17_SID1564,Zx
Zv,6H8,0.8888888888888888,0.01388888888888884,4.332783,10,132316780,136649563,21,PN17_SID1564,Zx
Zv,TIL09,0.46153846153846156,0.11153846153846159,7.749342,1,74941068,82690410,64,PN17_SID1565,Zx
Zv,parviglumis_2A,0.65,0.023134328358208944,21.614712,1,82731370,104346082,136,PN17_SID1565,Zx
Zx,5A1,0.0,0.0,4.061554,1,104486619,108548173,34,PN17_SID1565,Zx
Zv,TIL02,1.0,0.1875,3.101624,1,108826852,111928476,34,PN17_SID1565,Zx
Zv,TIL02,1.0,0.7857142857142857,9.11155,1,112117844,121229394,93,PN17_SID1565,Zx
Zv,TIL02,1.0,0.2727272727272727,2.154936,1,121494011,123648947,21,PN17_SID1565,Zx
Zv,TIL12,0.5,0.05555555555555558,5.251735,1,141341347,146593082,51,PN17_SID1565,Zx
Zx,5A1,0.0,0.0,2.465117,1,146872794,149337911,22,PN17_SID1565,Zx
